ADC Channel - Charge distribution	Counts - Charge distribution
-495	0
-485	0
-475	0
-465	0
-455	0
-445	0
-435	0
-425	0
-415	0
-405	0
-395	0
-385	0
-375	0
-365	0
-355	0
-345	0
-335	0
-325	0
-315	0
-305	0
-295	0
-285	0
-275	0
-265	0
-255	0
-245	0
-235	2
-225	1
-215	1
-205	9
-195	10
-185	23
-175	31
-165	70
-155	123
-145	257
-135	446
-125	634
-115	1071
-105	1642
-95	2426
-85	3127
-75	3930
-65	4906
-55	5869
-45	6421
-35	7068
-25	7385
-15	7538
-5	7467
5	7404
15	7134
25	6629
35	5624
45	5071
55	4173
65	3188
75	2328
85	1739
95	1112
105	724
115	439
125	238
135	150
145	82
155	44
165	24
175	7
185	5
195	1
205	4
215	3
225	1
235	2
245	1
255	0
265	1
275	1
285	3
295	1
305	1
315	0
325	0
335	0
345	0
355	0
365	1
375	0
385	1
395	0
405	2
415	0
425	1
435	2
445	2
455	0
465	0
475	0
485	1
495	0
505	1
515	1
525	0
535	0
545	2
555	2
565	0
575	1
585	1
595	1
605	1
615	1
625	0
635	0
645	0
655	0
665	3
675	1
685	1
695	1
705	0
715	0
725	0
735	1
745	3
755	1
765	0
775	1
785	1
795	0
805	0
815	0
825	0
835	0
845	1
855	1
865	0
875	1
885	0
895	1
905	0
915	1
925	2
935	1
945	2
955	1
965	2
975	2
985	1
995	0
1005	0
1015	2
1025	0
1035	1
1045	0
1055	0
1065	1
1075	0
1085	0
1095	0
1105	1
1115	1
1125	0
1135	0
1145	0
1155	0
1165	0
1175	1
1185	1
1195	0
1205	0
1215	0
1225	0
1235	0
1245	2
1255	0
1265	0
1275	1
1285	1
1295	0
1305	0
1315	2
1325	2
1335	1
1345	1
1355	0
1365	0
1375	1
1385	0
1395	0
1405	0
1415	0
1425	0
1435	1
1445	0
1455	1
1465	0
1475	2
1485	0
1495	0
1505	1
1515	1
1525	0
1535	1
1545	0
1555	0
1565	0
1575	1
1585	1
1595	0
1605	0
1615	1
1625	1
1635	0
1645	1
1655	0
1665	0
1675	1
1685	1
1695	0
1705	0
1715	0
1725	0
1735	0
1745	0
1755	0
1765	0
1775	0
1785	1
1795	0
1805	0
1815	0
1825	0
1835	0
1845	1
1855	1
1865	0
1875	1
1885	2
1895	2
1905	2
1915	0
1925	0
1935	3
1945	0
1955	2
1965	0
1975	0
1985	0
1995	1
2005	3
2015	0
2025	0
2035	4
2045	1
2055	0
2065	2
2075	1
2085	0
2095	0
2105	1
2115	0
2125	0
2135	2
2145	1
2155	0
2165	0
2175	1
2185	1
2195	0
2205	1
2215	1
2225	0
2235	0
2245	0
2255	1
2265	1
2275	1
2285	1
2295	3
2305	1
2315	0
2325	1
2335	1
2345	1
2355	3
2365	1
2375	0
2385	0
2395	0
2405	2
2415	1
2425	1
2435	2
2445	1
2455	0
2465	0
2475	1
2485	1
2495	0
2505	2
2515	0
2525	0
2535	2
2545	1
2555	0
2565	0
2575	0
2585	1
2595	0
2605	0
2615	1
2625	0
2635	2
2645	1
2655	0
2665	0
2675	1
2685	2
2695	0
2705	1
2715	0
2725	1
2735	0
2745	0
2755	0
2765	1
2775	0
2785	1
2795	2
2805	1
2815	0
2825	1
2835	0
2845	1
2855	0
2865	0
2875	0
2885	0
2895	3
2905	1
2915	0
2925	0
2935	0
2945	0
2955	0
2965	3
2975	0
2985	1
2995	0
3005	0
3015	0
3025	0
3035	2
3045	1
3055	1
3065	2
3075	0
3085	0
3095	0
3105	0
3115	0
3125	0
3135	0
3145	0
3155	0
3165	0
3175	0
3185	0
3195	1
3205	0
3215	1
3225	0
3235	2
3245	0
3255	1
3265	0
3275	0
3285	1
3295	0
3305	1
3315	0
3325	0
3335	0
3345	1
3355	2
3365	2
3375	0
3385	0
3395	0
3405	1
3415	2
3425	1
3435	0
3445	1
3455	0
3465	0
3475	1
3485	1
3495	0
3505	0
3515	0
3525	1
3535	0
3545	0
3555	1
3565	0
3575	2
3585	2
3595	1
3605	4
3615	0
3625	2
3635	0
3645	1
3655	0
3665	1
3675	0
3685	1
3695	0
3705	1
3715	1
3725	3
3735	1
3745	1
3755	2
3765	3
3775	2
3785	0
3795	0
3805	1
3815	1
3825	2
3835	1
3845	2
3855	2
3865	0
3875	0
3885	2
3895	0
3905	1
3915	1
3925	1
3935	0
3945	2
3955	3
3965	3
3975	1
3985	0
3995	0
4005	0
4015	1
4025	1
4035	1
4045	1
4055	2
4065	1
4075	0
4085	1
4095	2
4105	1
4115	1
4125	1
4135	2
4145	0
4155	0
4165	3
4175	0
4185	0
4195	2
4205	1
4215	2
4225	2
4235	1
4245	1
4255	2
4265	0
4275	0
4285	1
4295	0
4305	0
4315	1
4325	1
4335	0
4345	2
4355	4
4365	1
4375	2
4385	2
4395	0
4405	2
4415	3
4425	1
4435	2
4445	1
4455	1
4465	0
4475	2
4485	0
4495	1
4505	1
4515	1
4525	2
4535	0
4545	2
4555	0
4565	2
4575	0
4585	1
4595	2
4605	1
4615	0
4625	0
4635	3
4645	1
4655	0
4665	0
4675	1
4685	1
4695	2
4705	0
4715	0
4725	1
4735	0
4745	0
4755	3
4765	0
4775	3
4785	2
4795	1
4805	0
4815	1
4825	1
4835	2
4845	0
4855	3
4865	1
4875	0
4885	1
4895	2
4905	0
4915	1
4925	0
4935	0
4945	0
4955	0
4965	0
4975	1
4985	0
4995	1
5005	3
5015	1
5025	0
5035	1
5045	0
5055	3
5065	0
5075	0
5085	2
5095	1
5105	0
5115	0
5125	0
5135	2
5145	0
5155	0
5165	1
5175	0
5185	0
5195	0
5205	0
5215	2
5225	3
5235	0
5245	8
5255	2
5265	1
5275	0
5285	0
5295	1
5305	0
5315	1
5325	0
5335	0
5345	1
5355	2
5365	0
5375	0
5385	0
5395	0
5405	0
5415	1
5425	1
5435	2
5445	0
5455	0
5465	0
5475	1
5485	1
5495	0
5505	2
5515	1
5525	0
5535	0
5545	2
5555	0
5565	0
5575	1
5585	1
5595	0
5605	0
5615	1
5625	0
5635	0
