ADC Channel - Charge distribution	Counts - Charge distribution
5685	8
5695	9
5705	7
5715	12
5725	10
5735	15
5745	8
5755	7
5765	9
5775	7
5785	5
5795	4
5805	7
5815	5
5825	4
5835	13
5845	7
5855	4
5865	5
5875	8
5885	14
5895	3
5905	5
5915	10
5925	6
5935	4
5945	10
5955	6
5965	4
5975	5
5985	8
5995	3
6005	7
6015	7
6025	6
6035	3
6045	9
6055	9
6065	6
6075	10
6085	9
6095	8
6105	6
6115	3
6125	4
6135	5
6145	11
6155	3
6165	9
6175	10
6185	6
6195	5
6205	6
6215	11
6225	2
6235	11
6245	4
6255	8
6265	7
6275	11
6285	11
6295	9
6305	4
6315	7
6325	12
6335	8
6345	11
6355	8
6365	4
6375	4
6385	10
6395	3
6405	2
6415	7
6425	9
6435	8
6445	13
6455	6
6465	6
6475	5
6485	9
6495	12
6505	9
6515	7
6525	14
6535	7
6545	3
6555	6
6565	9
6575	7
6585	9
6595	2
6605	8
6615	8
6625	6
6635	11
6645	6
6655	9
6665	9
6675	6
6685	9
6695	8
6705	7
6715	8
6725	2
6735	5
6745	9
6755	8
6765	6
6775	5
6785	7
6795	8
6805	6
6815	8
6825	6
6835	4
6845	10
6855	7
6865	4
6875	10
6885	6
6895	10
6905	7
6915	2
6925	6
6935	6
6945	4
6955	4
6965	8
6975	7
6985	4
6995	14
7005	7
7015	8
7025	5
7035	10
7045	6
7055	5
7065	3
7075	5
7085	8
7095	4
7105	11
7115	11
7125	12
7135	5
7145	10
7155	5
7165	5
7175	6
7185	10
7195	3
7205	6
7215	6
7225	4
7235	9
7245	5
7255	3
7265	4
7275	11
7285	4
7295	6
7305	8
7315	3
7325	7
7335	12
7345	9
7355	7
7365	4
7375	7
7385	6
7395	7
7405	3
7415	6
7425	4
7435	7
7445	11
7455	4
7465	6
7475	6
7485	8
7495	4
7505	5
7515	5
7525	9
7535	6
7545	10
7555	10
7565	4
7575	6
7585	10
7595	7
7605	6
7615	6
7625	8
7635	1
7645	4
7655	7
7665	5
7675	7
7685	4
7695	7
7705	6
7715	3
7725	8
7735	12
7745	6
7755	9
7765	5
7775	7
7785	6
7795	4
7805	9
7815	11
7825	6
7835	7
7845	5
7855	5
7865	4
7875	8
7885	8
7895	9
7905	7
7915	10
7925	6
7935	5
7945	9
7955	7
7965	9
7975	7
7985	4
7995	5
8005	7
8015	4
8025	3
8035	7
8045	9
8055	9
8065	2
8075	9
8085	9
8095	5
8105	10
8115	8
8125	7
8135	4
8145	8
8155	10
8165	13
8175	9
8185	8
8195	8
8205	7
8215	4
8225	5
8235	1
8245	9
8255	4
8265	14
8275	9
8285	2
8295	6
8305	8
8315	9
8325	7
8335	5
8345	4
8355	4
8365	3
8375	5
8385	10
8395	4
8405	5
8415	7
8425	13
8435	8
8445	6
8455	4
8465	8
8475	7
8485	9
8495	3
8505	8
8515	4
8525	9
8535	5
8545	6
8555	6
8565	7
8575	10
8585	8
8595	4
8605	6
8615	4
8625	7
8635	6
8645	7
8655	7
8665	10
8675	3
8685	5
8695	9
8705	5
8715	7
8725	9
8735	4
8745	11
8755	7
8765	5
8775	3
8785	4
8795	8
8805	8
8815	4
8825	8
8835	5
8845	7
8855	8
8865	9
8875	5
8885	6
8895	9
8905	8
8915	5
8925	10
8935	8
8945	12
8955	4
8965	4
8975	5
8985	7
8995	2
9005	9
9015	7
9025	6
9035	5
9045	12
9055	9
9065	11
9075	3
9085	6
9095	9
9105	4
9115	7
9125	6
9135	6
9145	3
9155	7
9165	7
9175	5
9185	4
9195	4
9205	7
9215	8
9225	9
9235	4
9245	5
9255	6
9265	10
9275	9
9285	6
9295	1
9305	5
9315	7
9325	6
9335	8
9345	8
9355	10
9365	3
9375	5
9385	10
9395	1
9405	7
9415	4
9425	8
9435	7
9445	4
9455	7
9465	4
9475	12
9485	5
9495	6
9505	3
9515	5
9525	5
9535	10
9545	6
9555	6
9565	5
9575	5
9585	7
9595	8
9605	4
9615	8
9625	7
9635	7
9645	5
9655	6
9665	3
9675	5
9685	3
9695	8
9705	6
9715	6
9725	7
9735	7
9745	8
9755	8
9765	6
9775	4
9785	7
9795	4
9805	5
9815	6
9825	4
9835	8
9845	8
9855	3
9865	2
9875	5
9885	5
9895	2
9905	8
9915	5
9925	2
9935	4
9945	4
9955	8
9965	8
9975	7
9985	8
9995	5
10005	6
10015	9
10025	8
10035	8
10045	5
10055	3
10065	8
10075	3
10085	4
10095	8
10105	7
10115	7
10125	6
10135	5
10145	6
10155	7
10165	3
10175	7
10185	5
10195	3
10205	7
10215	6
10225	4
10235	5
10245	3
10255	7
10265	7
10275	12
10285	6
10295	6
10305	5
10315	9
10325	3
10335	9
10345	4
10355	5
10365	2
10375	5
10385	7
10395	7
10405	7
10415	5
10425	5
10435	5
10445	5
10455	7
10465	4
10475	7
10485	10
10495	6
10505	10
10515	3
10525	8
10535	4
10545	5
10555	6
10565	9
10575	3
10585	2
10595	3
10605	5
10615	6
10625	7
10635	12
10645	6
10655	2
10665	6
10675	6
10685	8
10695	6
10705	6
10715	5
10725	3
10735	6
10745	6
10755	5
10765	4
10775	6
10785	7
10795	5
10805	4
10815	7
10825	2
10835	3
10845	4
10855	12
10865	11
10875	1
10885	6
10895	2
10905	8
10915	8
10925	7
10935	7
10945	5
10955	7
10965	6
10975	3
10985	8
10995	5
11005	5
11015	7
11025	5
11035	7
11045	8
11055	6
11065	7
11075	7
11085	5
11095	4
11105	6
11115	4
11125	8
11135	6
11145	6
11155	5
11165	6
11175	2
11185	3
11195	5
11205	2
11215	7
11225	3
11235	3
11245	8
11255	3
11265	8
11275	4
11285	11
11295	3
11305	4
11315	7
11325	5
11335	8
11345	8
11355	9
11365	10
11375	5
11385	3
11395	5
11405	7
11415	8
11425	5
11435	4
11445	4
11455	3
11465	2
11475	8
11485	9
11495	3
11505	4
11515	11
11525	4
11535	4
11545	6
11555	6
11565	8
11575	8
11585	5
11595	6
11605	5
11615	2
11625	2
11635	4
11645	6
11655	5
11665	4
11675	2
11685	6
11695	6
11705	4
11715	4
11725	4
11735	3
11745	8
11755	5
11765	6
11775	7
11785	1
11795	4
11805	6
11815	5
11825	9
11835	7
11845	2
11855	6
11865	1
11875	4
11885	1
11895	5
11905	4
11915	5
11925	8
11935	5
11945	3
11955	7
11965	5
11975	4
11985	2
11995	4
12005	6
12015	9
12025	1
12035	3
12045	5
12055	2
12065	1
12075	3
12085	3
12095	4
12105	5
12115	5
12125	6
12135	6
12145	3
12155	4
12165	12
12175	9
12185	3
12195	7
12205	3
12215	6
12225	2
12235	5
12245	9
12255	4
12265	7
12275	10
12285	6
12295	4
12305	1
12315	6
12325	6
12335	4
12345	1
12355	6
12365	5
12375	3
12385	4
12395	5
12405	6
12415	4
12425	3
12435	5
12445	2
12455	3
12465	2
12475	6
12485	10
12495	10
12505	3
12515	5
12525	5
12535	4
12545	4
12555	5
12565	5
12575	4
12585	3
12595	4
12605	6
12615	6
12625	5
12635	4
12645	4
12655	7
12665	5
12675	6
12685	3
12695	10
12705	8
12715	2
12725	3
12735	3
12745	10
12755	4
12765	5
12775	4
12785	5
12795	6
12805	4
12815	3
12825	3
12835	8
12845	6
12855	4
12865	5
12875	7
12885	6
12895	6
12905	6
12915	2
12925	5
12935	4
12945	4
12955	7
12965	7
12975	4
12985	5
12995	7
13005	4
13015	8
13025	2
13035	7
13045	4
13055	2
13065	3
13075	7
13085	3
13095	4
13105	4
13115	3
13125	7
13135	4
13145	4
13155	7
13165	4
13175	4
13185	6
13195	1
13205	2
13215	5
13225	4
13235	4
13245	5
13255	4
13265	8
13275	4
13285	5
13295	1
13305	5
13315	4
13325	7
13335	2
13345	5
13355	8
13365	4
13375	4
13385	2
13395	7
13405	5
13415	6
13425	5
13435	4
13445	6
13455	9
13465	3
13475	4
13485	3
13495	2
13505	2
13515	7
13525	4
13535	5
13545	8
13555	9
13565	4
13575	3
13585	7
13595	1
13605	7
13615	4
13625	4
13635	3
13645	3
13655	3
13665	7
13675	4
13685	8
13695	2
13705	7
13715	5
13725	5
13735	5
13745	5
13755	10
13765	4
13775	2
13785	4
13795	4
13805	3
13815	1
13825	1
13835	6
13845	4
13855	7
13865	5
13875	3
13885	3
13895	3
13905	9
13915	3
13925	3
13935	3
13945	5
13955	6
13965	5
13975	7
13985	5
13995	6
14005	2
14015	5
14025	4
14035	6
14045	2
14055	5
14065	2
14075	3
14085	0
14095	9
14105	6
14115	4
14125	2
14135	4
14145	1
14155	4
14165	3
14175	3
14185	9
14195	4
14205	2
14215	7
14225	4
14235	7
14245	6
14255	4
14265	1
14275	6
14285	4
14295	6
14305	3
14315	4
14325	1
14335	7
14345	7
14355	1
14365	6
14375	9
14385	6
14395	5
14405	3
14415	5
14425	4
14435	5
14445	5
14455	3
14465	5
14475	8
14485	6
14495	5
14505	4
14515	7
14525	7
14535	7
14545	6
14555	3
14565	3
14575	9
14585	3
14595	8
14605	5
14615	8
14625	7
14635	3
14645	8
14655	7
14665	6
14675	2
14685	0
14695	2
14705	4
14715	3
14725	3
14735	4
14745	3
14755	6
14765	7
14775	8
14785	6
14795	2
14805	3
14815	4
14825	4
14835	5
14845	4
14855	2
14865	5
14875	7
14885	3
14895	7
14905	6
14915	5
14925	5
14935	3
14945	3
14955	7
14965	1
14975	5
14985	3
14995	3
15005	2
15015	6
15025	1
15035	5
15045	6
15055	1
15065	5
15075	5
15085	5
15095	7
15105	4
15115	4
15125	5
15135	1
15145	2
15155	4
15165	5
15175	6
15185	8
15195	4
15205	9
15215	4
15225	11
15235	3
15245	3
15255	2
15265	2
15275	3
15285	5
15295	4
15305	3
15315	4
15325	4
15335	5
15345	9
15355	10
15365	5
15375	3
15385	4
15395	1
15405	2
15415	8
15425	4
15435	5
15445	2
15455	4
15465	7
15475	3
15485	3
15495	6
15505	7
15515	3
15525	5
15535	6
15545	4
15555	1
15565	2
15575	2
15585	1
15595	4
15605	4
15615	3
15625	5
15635	6
15645	6
15655	2
15665	2
15675	3
15685	2
15695	3
15705	4
15715	5
15725	6
15735	4
15745	3
15755	2
15765	4
15775	1
15785	10
15795	5
15805	3
15815	3
15825	5
15835	4
15845	4
15855	0
15865	6
15875	1
15885	4
15895	6
15905	4
15915	3
15925	5
15935	2
15945	4
15955	7
15965	6
15975	2
15985	1
15995	4
16005	1
16015	2
16025	3
16035	3
16045	3
16055	7
16065	3
16075	2
16085	2
16095	1
16105	4
16115	0
16125	1
16135	2
16145	7
16155	4
16165	8
16175	6
16185	4
16195	0
16205	3
16215	5
16225	4
16235	3
16245	6
16255	1
16265	5
16275	4
16285	3
16295	3
16305	3
16315	3
16325	2
16335	4
16345	3
16355	1
16365	5
16375	4
16385	4
16395	5
16405	3
16415	2
16425	5
16435	3
16445	3
16455	4
16465	2
16475	5
16485	2
16495	2
16505	2
16515	5
16525	5
16535	3
16545	3
16555	3
16565	2
16575	3
16585	3
16595	2
16605	4
16615	6
16625	3
16635	7
16645	2
16655	3
16665	7
16675	5
16685	0
16695	1
16705	5
16715	4
16725	1
16735	1
16745	1
16755	2
16765	1
16775	2
16785	2
16795	2
16805	4
16815	5
16825	8
16835	4
16845	2
16855	3
16865	3
16875	1
16885	1
16895	4
16905	4
16915	4
16925	6
16935	2
16945	2
16955	5
16965	2
16975	10
16985	2
16995	4
17005	4
17015	3
17025	1
17035	6
17045	7
17055	1
17065	3
17075	3
17085	2
17095	2
17105	1
17115	4
17125	6
17135	2
17145	3
17155	3
17165	3
17175	4
17185	3
17195	2
17205	4
17215	0
17225	0
17235	5
17245	3
17255	3
17265	2
17275	1
17285	3
17295	4
17305	1
17315	5
17325	6
17335	4
17345	4
17355	3
17365	1
17375	5
17385	6
17395	2
17405	1
17415	3
17425	8
17435	1
17445	2
17455	1
17465	1
17475	1
17485	3
17495	3
17505	6
17515	1
17525	1
17535	2
17545	5
17555	2
17565	3
17575	3
17585	3
17595	1
17605	5
17615	3
17625	3
17635	3
17645	3
17655	5
17665	4
17675	3
17685	3
17695	5
17705	4
17715	4
17725	6
17735	3
17745	4
17755	6
17765	3
17775	2
17785	5
17795	3
17805	4
17815	8
17825	2
17835	2
17845	1
17855	2
17865	1
17875	0
17885	3
17895	6
17905	4
17915	2
17925	4
17935	5
17945	3
17955	1
17965	3
17975	4
17985	9
17995	1
18005	4
18015	3
18025	2
18035	3
18045	3
18055	5
18065	5
18075	6
18085	2
18095	8
18105	4
18115	6
18125	3
18135	3
18145	3
18155	5
18165	11
18175	9
18185	2
18195	3
18205	1
18215	6
18225	1
18235	3
18245	5
18255	5
18265	3
18275	7
18285	10
18295	4
18305	5
18315	5
18325	10
18335	4
18345	7
18355	4
18365	2
18375	6
18385	5
18395	5
18405	4
18415	6
18425	7
18435	6
18445	3
18455	10
18465	1
18475	0
18485	5
18495	4
18505	1
18515	10
18525	7
18535	5
18545	9
18555	5
18565	7
18575	9
18585	2
18595	3
18605	4
18615	4
18625	2
18635	3
18645	3
18655	3
18665	3
18675	4
18685	7
18695	7
18705	2
18715	6
18725	6
18735	5
18745	3
18755	8
18765	6
18775	7
18785	6
18795	3
18805	3
18815	3
18825	6
18835	3
18845	2
18855	7
18865	4
18875	4
18885	2
18895	4
18905	7
18915	4
18925	6
18935	8
18945	2
18955	5
18965	3
18975	4
18985	7
18995	2
19005	7
19015	2
19025	3
19035	4
19045	1
19055	5
19065	4
19075	6
19085	6
19095	1
19105	1
19115	4
19125	6
19135	6
19145	4
19155	6
19165	4
19175	2
19185	5
19195	5
19205	2
19215	6
19225	7
19235	0
19245	3
19255	4
19265	3
19275	4
19285	4
19295	6
19305	4
19315	6
19325	3
19335	1
19345	5
19355	4
19365	4
19375	2
19385	4
19395	4
19405	1
19415	7
19425	2
19435	2
19445	5
19455	5
19465	2
19475	2
19485	3
19495	3
