ADC Channel - Charge distribution	Counts - Charge distribution
-495	0
-485	0
-475	0
-465	0
-455	0
-445	1
-435	0
-425	1
-415	0
-405	1
-395	2
-385	1
-375	0
-365	1
-355	0
-345	2
-335	2
-325	4
-315	2
-305	2
-295	2
-285	4
-275	2
-265	3
-255	6
-245	5
-235	0
-225	3
-215	6
-205	7
-195	5
-185	9
-175	10
-165	18
-155	23
-145	33
-135	67
-125	117
-115	189
-105	270
-95	360
-85	470
-75	563
-65	742
-55	880
-45	1011
-35	1134
-25	1226
-15	1342
-5	1361
5	1416
15	1564
25	1623
35	1568
45	1575
55	1700
65	1646
75	1663
85	1712
95	1684
105	1831
115	1897
125	1846
135	1893
145	1792
155	1831
165	1827
175	1762
185	1620
195	1503
205	1371
215	1335
225	1178
235	1122
245	1048
255	933
265	810
275	740
285	690
295	609
305	500
315	500
325	471
335	391
345	354
355	313
365	295
375	251
385	218
395	204
405	189
415	163
425	158
435	139
445	135
455	127
465	112
475	83
485	76
495	85
505	85
515	92
525	95
535	77
545	86
555	78
565	76
575	84
585	112
595	110
605	122
615	109
625	128
635	142
645	157
655	175
665	215
675	240
685	233
695	268
705	309
715	362
725	373
735	406
745	483
755	547
765	553
775	665
785	736
795	707
805	857
815	897
825	1008
835	1011
845	1101
855	1115
865	1183
875	1243
885	1253
895	1341
905	1350
915	1416
925	1470
935	1558
945	1499
955	1511
965	1535
975	1466
985	1486
995	1487
1005	1443
1015	1429
1025	1327
1035	1322
1045	1365
1055	1268
1065	1152
1075	1158
1085	1049
1095	1057
1105	958
1115	912
1125	854
1135	780
1145	690
1155	659
1165	611
1175	597
1185	461
1195	453
1205	427
1215	398
1225	376
1235	291
1245	296
1255	265
1265	180
1275	183
1285	179
1295	148
1305	124
1315	137
1325	117
1335	109
1345	95
1355	66
1365	68
1375	71
1385	60
1395	46
1405	41
1415	49
1425	46
1435	25
1445	28
1455	18
1465	30
1475	22
1485	20
1495	16
1505	10
1515	16
1525	10
1535	20
1545	19
1555	15
1565	14
1575	22
1585	15
1595	14
1605	14
1615	20
1625	13
1635	22
1645	16
1655	10
1665	14
1675	14
1685	17
1695	27
1705	19
1715	22
1725	23
1735	23
1745	35
1755	33
1765	28
1775	26
1785	25
1795	27
1805	27
1815	26
1825	27
1835	36
1845	29
1855	36
1865	28
1875	32
1885	31
1895	38
1905	38
1915	28
1925	44
1935	30
1945	29
1955	25
1965	23
1975	33
1985	24
1995	28
2005	27
2015	26
2025	35
2035	20
2045	19
2055	21
2065	31
2075	22
2085	26
2095	24
2105	16
2115	20
2125	17
2135	21
2145	15
2155	20
2165	22
2175	14
2185	16
2195	14
2205	16
2215	12
2225	9
2235	9
2245	10
2255	11
2265	6
2275	4
2285	7
2295	9
2305	12
2315	5
2325	5
2335	6
2345	4
2355	7
2365	3
2375	6
2385	4
2395	2
2405	0
2415	2
2425	2
2435	1
2445	2
2455	2
2465	1
2475	1
2485	0
2495	0
2505	0
2515	1
2525	1
2535	2
2545	0
2555	1
2565	2
2575	0
2585	2
2595	0
2605	0
2615	0
2625	0
2635	0
2645	1
2655	1
2665	0
2675	2
2685	0
2695	1
2705	1
2715	2
2725	1
2735	0
2745	0
2755	0
2765	1
2775	0
2785	0
2795	1
2805	0
2815	0
2825	0
2835	0
2845	1
2855	1
2865	0
2875	1
2885	1
2895	0
2905	0
2915	1
2925	0
2935	2
2945	0
2955	1
2965	1
2975	0
2985	0
2995	0
3005	0
3015	1
3025	1
3035	1
3045	0
3055	1
3065	0
3075	2
3085	0
3095	2
3105	0
3115	2
3125	0
3135	0
3145	1
3155	0
3165	0
3175	1
3185	1
3195	0
3205	0
3215	0
3225	0
3235	1
3245	1
3255	0
3265	0
3275	0
3285	1
3295	1
3305	0
3315	0
3325	0
3335	1
3345	0
3355	0
3365	0
3375	1
3385	0
3395	1
3405	0
3415	0
3425	0
3435	1
3445	0
3455	0
3465	0
3475	0
3485	0
3495	0
3505	0
3515	1
3525	0
3535	0
3545	0
3555	0
3565	0
3575	0
3585	0
3595	0
3605	1
3615	0
3625	0
3635	0
3645	0
3655	0
3665	1
3675	1
3685	0
3695	0
3705	0
3715	0
3725	0
3735	1
3745	0
3755	1
3765	0
3775	0
3785	0
3795	0
3805	0
3815	0
3825	0
3835	1
3845	0
3855	0
3865	0
3875	0
3885	0
3895	0
3905	0
3915	0
3925	1
3935	0
3945	0
3955	0
3965	0
3975	0
3985	0
3995	0
4005	1
4015	0
4025	0
4035	0
4045	0
4055	0
4065	0
4075	0
4085	0
4095	0
4105	0
4115	0
4125	0
4135	0
4145	0
4155	0
4165	0
4175	0
4185	0
4195	0
4205	0
4215	0
4225	0
4235	0
4245	1
4255	0
4265	0
4275	0
4285	0
4295	0
4305	0
4315	0
4325	1
4335	1
4345	0
4355	0
4365	1
4375	0
4385	0
4395	0
4405	0
4415	0
4425	0
4435	0
4445	0
4455	0
4465	0
4475	0
4485	0
4495	0
4505	0
4515	0
4525	0
4535	1
4545	0
4555	0
4565	0
4575	0
4585	0
4595	0
4605	0
4615	0
4625	0
4635	0
4645	0
4655	0
4665	0
4675	0
4685	0
4695	0
4705	0
4715	0
4725	0
4735	0
4745	0
4755	0
4765	0
4775	0
4785	0
4795	0
4805	1
4815	0
4825	1
4835	0
4845	0
4855	0
4865	1
4875	0
4885	1
4895	0
4905	0
4915	0
4925	2
4935	0
4945	0
4955	2
4965	0
4975	0
4985	1
4995	0
5005	1
5015	1
5025	0
5035	0
5045	0
5055	1
5065	0
5075	0
5085	0
5095	0
5105	0
5115	0
5125	0
5135	0
5145	0
5155	1
5165	0
5175	1
5185	1
5195	0
5205	0
5215	1
5225	1
5235	1
5245	0
5255	0
5265	0
5275	0
5285	1
5295	3
5305	0
5315	0
5325	0
5335	0
5345	0
5355	1
5365	0
5375	0
5385	0
5395	0
5405	2
5415	0
5425	0
5435	0
5445	1
5455	0
5465	1
5475	0
5485	0
5495	0
5505	0
5515	0
5525	1
5535	0
5545	1
5555	0
