ADC Channels - Charge distribution	Counts - Charge distribution
-495	2
-485	0
-475	0
-465	0
-455	0
-445	0
-435	0
-425	0
-415	0
-405	0
-395	0
-385	0
-375	0
-365	0
-355	0
-345	0
-335	0
-325	0
-315	0
-305	0
-295	0
-285	0
-275	0
-265	0
-255	0
-245	0
-235	0
-225	0
-215	0
-205	0
-195	0
-185	0
-175	0
-165	0
-155	0
-145	0
-135	0
-125	0
-115	0
-105	0
-95	0
-85	0
-75	0
-65	0
-55	0
-45	0
-35	0
-25	0
-15	0
-5	0
5	0
15	0
25	0
35	0
45	0
55	0
65	0
75	0
85	0
95	0
105	0
115	0
125	0
135	0
145	0
155	0
165	0
175	0
185	0
195	0
205	0
215	0
225	0
235	0
245	0
255	1
265	0
275	2
285	0
295	0
305	0
315	2
325	3
335	0
345	5
355	2
365	3
375	4
385	6
395	5
405	5
415	10
425	6
435	8
445	6
455	14
465	11
475	17
485	22
495	20
505	18
515	34
525	22
535	31
545	38
555	39
565	54
575	47
585	52
595	69
605	78
615	99
625	88
635	85
645	150
655	139
665	153
675	176
685	185
695	194
705	216
715	243
725	280
735	303
745	284
755	343
765	386
775	411
785	387
795	450
805	450
815	478
825	522
835	520
845	571
855	579
865	580
875	617
885	658
895	650
905	642
915	660
925	649
935	670
945	631
955	645
965	626
975	608
985	591
995	619
1005	585
1015	541
1025	522
1035	532
1045	462
1055	456
1065	435
1075	414
1085	375
1095	394
1105	341
1115	353
1125	309
1135	275
1145	283
1155	267
1165	220
1175	230
1185	199
1195	158
1205	187
1215	166
1225	159
1235	161
1245	154
1255	152
1265	146
1275	109
1285	116
1295	123
1305	104
1315	123
1325	124
1335	108
1345	93
1355	87
1365	100
1375	87
1385	97
1395	78
1405	82
1415	82
1425	86
1435	83
1445	89
1455	75
1465	77
1475	62
1485	86
1495	88
1505	84
1515	84
1525	78
1535	78
1545	78
1555	76
1565	80
1575	70
1585	71
1595	79
1605	83
1615	70
1625	73
1635	80
1645	77
1655	66
1665	69
1675	80
1685	74
1695	83
1705	69
1715	62
1725	77
1735	79
1745	88
1755	73
1765	81
1775	71
1785	75
1795	85
1805	67
1815	75
1825	64
1835	80
1845	75
1855	67
1865	74
1875	81
1885	68
1895	78
1905	77
1915	78
1925	81
1935	62
1945	77
1955	75
1965	86
1975	74
1985	77
1995	73
2005	69
2015	82
2025	75
2035	73
2045	80
2055	67
2065	72
2075	75
2085	63
2095	72
2105	78
2115	76
2125	76
2135	72
2145	70
2155	67
2165	77
2175	76
2185	71
2195	64
2205	70
2215	73
2225	59
2235	81
2245	62
2255	66
2265	68
2275	69
2285	79
2295	75
2305	69
2315	73
2325	52
2335	51
2345	68
2355	59
2365	76
2375	69
2385	53
2395	55
2405	61
2415	69
2425	67
2435	69
2445	46
2455	75
2465	80
2475	73
2485	71
2495	57
2505	64
2515	58
2525	66
2535	72
2545	67
2555	73
2565	60
2575	63
2585	61
2595	55
2605	65
2615	76
2625	66
2635	70
2645	50
2655	57
2665	57
2675	52
2685	51
2695	63
2705	57
2715	68
2725	66
2735	61
2745	88
2755	67
2765	71
2775	67
2785	65
2795	60
2805	56
2815	64
2825	79
2835	71
2845	81
2855	59
2865	68
2875	68
2885	67
2895	72
2905	66
2915	69
2925	63
2935	64
2945	70
2955	73
2965	62
2975	71
2985	64
2995	76
3005	70
3015	57
3025	94
3035	56
3045	71
3055	68
3065	72
3075	89
3085	73
3095	93
3105	81
3115	69
3125	65
3135	73
3145	56
3155	65
3165	65
3175	78
3185	70
3195	63
3205	57
3215	60
3225	60
3235	75
3245	64
3255	54
3265	76
3275	51
3285	61
3295	61
3305	68
3315	69
3325	77
3335	68
3345	72
3355	71
3365	65
3375	55
3385	69
3395	64
3405	63
3415	76
3425	68
3435	78
3445	57
3455	67
3465	52
3475	72
3485	62
3495	59
3505	60
3515	71
3525	61
3535	59
3545	76
3555	66
3565	63
3575	77
3585	73
3595	68
3605	78
3615	55
3625	60
3635	59
3645	71
3655	51
3665	82
3675	70
3685	61
3695	75
3705	59
3715	77
3725	84
3735	67
3745	59
3755	79
3765	48
3775	72
3785	61
3795	67
3805	64
3815	62
3825	60
3835	61
3845	76
3855	65
3865	66
3875	70
3885	72
3895	61
3905	70
3915	67
3925	73
3935	87
3945	61
3955	61
3965	75
3975	67
3985	77
3995	72
4005	87
4015	66
4025	61
4035	79
4045	85
4055	72
4065	71
4075	78
4085	69
4095	68
4105	84
4115	67
4125	76
4135	81
4145	89
4155	68
4165	70
4175	81
4185	64
4195	82
4205	67
4215	72
4225	80
4235	64
4245	68
4255	67
4265	67
4275	85
4285	65
4295	72
4305	68
4315	62
4325	69
4335	83
4345	74
4355	90
4365	65
4375	70
4385	74
4395	81
4405	82
4415	64
4425	73
4435	68
4445	75
4455	100
4465	92
4475	83
4485	51
4495	70
4505	90
4515	84
4525	90
4535	96
4545	81
4555	78
4565	74
4575	79
4585	77
4595	71
4605	84
4615	86
4625	79
4635	99
4645	83
4655	64
4665	75
4675	84
4685	86
4695	74
4705	95
4715	75
4725	84
4735	69
4745	81
4755	94
4765	76
4775	84
4785	87
4795	96
4805	77
4815	74
4825	77
4835	87
4845	72
4855	89
4865	91
4875	85
4885	88
4895	75
4905	94
4915	106
4925	95
4935	92
4945	87
4955	95
4965	84
4975	79
4985	80
4995	84
5005	86
5015	81
5025	83
5035	79
5045	73
5055	92
5065	66
5075	88
5085	79
5095	72
5105	75
5115	77
5125	98
5135	72
5145	89
5155	75
5165	76
5175	76
5185	94
5195	79
5205	66
5215	69
5225	92
5235	81
5245	77
5255	80
5265	75
5275	70
5285	67
5295	101
5305	82
5315	77
5325	70
5335	65
5345	79
5355	75
5365	66
5375	78
5385	69
5395	82
5405	65
5415	73
5425	53
5435	78
5445	54
5455	77
5465	76
5475	69
5485	69
5495	62
5505	56
5515	65
5525	61
5535	70
5545	65
5555	62
5565	73
5575	61
5585	55
5595	84
5605	66
5615	65
5625	66
5635	57
5645	59
5655	63
5665	61
5675	63
5685	45
5695	76
5705	64
5715	71
5725	66
5735	72
5745	77
5755	59
5765	68
5775	65
5785	61
5795	49
5805	50
5815	67
5825	57
5835	63
5845	60
5855	79
5865	64
5875	68
5885	68
5895	69
5905	56
5915	60
5925	62
5935	61
5945	67
5955	56
5965	52
5975	65
5985	77
5995	72
6005	65
6015	51
6025	60
6035	53
6045	57
6055	68
6065	59
6075	62
6085	59
6095	67
6105	60
6115	58
6125	51
6135	66
6145	53
6155	64
6165	60
6175	53
6185	53
6195	71
6205	55
6215	61
6225	69
6235	55
6245	57
6255	52
6265	64
6275	68
6285	53
6295	64
6305	60
6315	63
6325	57
6335	57
6345	55
6355	69
6365	55
6375	49
6385	40
6395	56
6405	64
6415	57
6425	60
6435	65
6445	66
6455	66
6465	56
6475	55
6485	56
6495	48
6505	64
6515	45
6525	55
6535	56
6545	75
6555	54
6565	62
6575	66
6585	68
6595	76
6605	50
6615	65
6625	50
6635	50
6645	53
6655	57
6665	68
6675	46
6685	55
6695	66
6705	65
6715	59
6725	52
6735	70
6745	67
6755	53
6765	48
6775	56
6785	70
6795	58
6805	49
6815	56
6825	61
6835	54
6845	59
6855	46
6865	60
6875	73
6885	56
6895	57
6905	59
6915	50
6925	45
6935	65
6945	70
6955	68
6965	46
6975	64
6985	59
6995	52
7005	64
7015	57
7025	51
7035	55
7045	43
7055	66
7065	56
7075	62
7085	64
7095	68
7105	68
7115	55
7125	41
7135	49
7145	42
7155	54
7165	55
7175	55
7185	53
7195	57
7205	53
7215	54
7225	49
7235	50
7245	56
7255	49
