ADC Channels - Charge distribution	Counts - Charge distribution
-495	0
-485	0
-475	0
-465	0
-455	0
-445	0
-435	0
-425	0
-415	0
-405	0
-395	0
-385	0
-375	0
-365	0
-355	0
-345	0
-335	0
-325	0
-315	0
-305	0
-295	0
-285	0
-275	0
-265	0
-255	0
-245	0
-235	0
-225	0
-215	0
-205	0
-195	0
-185	0
-175	0
-165	0
-155	0
-145	0
-135	0
-125	0
-115	0
-105	0
-95	0
-85	0
-75	0
-65	0
-55	0
-45	0
-35	0
-25	0
-15	0
-5	0
5	0
15	0
25	0
35	0
45	0
55	0
65	0
75	0
85	0
95	0
105	0
115	0
125	0
135	0
145	0
155	0
165	0
175	0
185	0
195	0
205	0
215	0
225	0
235	0
245	0
255	0
265	0
275	0
285	0
295	0
305	0
315	0
325	0
335	0
345	0
355	0
365	0
375	0
385	0
395	0
405	0
415	0
425	0
435	0
445	1
455	0
465	1
475	2
485	0
495	1
505	1
515	3
525	4
535	7
545	4
555	12
565	6
575	7
585	14
595	7
605	19
615	14
625	21
635	33
645	33
655	40
665	46
675	48
685	59
695	63
705	60
715	72
725	73
735	101
745	99
755	107
765	110
775	112
785	106
795	125
805	163
815	170
825	185
835	177
845	186
855	172
865	210
875	191
885	234
895	224
905	243
915	232
925	268
935	240
945	274
955	264
965	291
975	302
985	292
995	314
1005	306
1015	316
1025	318
1035	353
1045	353
1055	321
1065	370
1075	308
1085	319
1095	331
1105	329
1115	327
1125	339
1135	308
1145	353
1155	335
1165	330
1175	296
1185	314
1195	294
1205	326
1215	301
1225	326
1235	310
1245	292
1255	317
1265	309
1275	283
1285	321
1295	279
1305	284
1315	284
1325	282
1335	313
1345	270
1355	316
1365	268
1375	331
1385	284
1395	280
1405	297
1415	250
1425	285
1435	289
1445	297
1455	279
1465	283
1475	298
1485	291
1495	266
1505	270
1515	272
1525	284
1535	288
1545	255
1555	267
1565	290
1575	248
1585	281
1595	244
1605	268
1615	235
1625	251
1635	279
1645	243
1655	253
1665	262
1675	256
1685	273
1695	255
1705	258
1715	237
1725	257
1735	239
1745	206
1755	273
1765	241
1775	277
1785	241
1795	236
1805	241
1815	255
1825	250
1835	242
1845	254
1855	254
1865	233
1875	243
1885	250
1895	239
1905	240
1915	240
1925	246
1935	214
1945	231
1955	261
1965	254
1975	255
1985	213
1995	241
2005	222
2015	259
2025	231
2035	239
2045	232
2055	227
2065	219
2075	245
2085	199
2095	249
2105	224
2115	238
2125	242
2135	266
2145	225
2155	234
2165	214
2175	231
2185	253
2195	212
2205	213
2215	223
2225	248
2235	234
2245	242
2255	226
2265	220
2275	220
2285	239
2295	232
2305	229
2315	204
2325	194
2335	225
2345	232
2355	195
2365	229
2375	200
2385	200
2395	206
2405	205
2415	240
2425	219
2435	196
2445	216
2455	197
2465	204
2475	189
2485	197
2495	193
2505	189
2515	178
2525	179
2535	161
2545	171
2555	188
2565	190
2575	188
2585	180
2595	184
2605	177
2615	156
2625	165
2635	154
2645	162
2655	142
2665	154
2675	150
2685	140
2695	131
2705	145
2715	121
2725	103
2735	114
2745	115
2755	126
2765	96
2775	84
2785	62
2795	90
2805	84
2815	88
2825	74
2835	84
2845	79
2855	98
2865	63
2875	63
2885	53
2895	69
2905	68
2915	62
2925	47
2935	59
2945	51
2955	46
2965	56
2975	60
2985	69
2995	67
3005	57
3015	63
3025	65
3035	74
3045	67
3055	47
3065	77
3075	74
3085	81
3095	98
3105	94
3115	110
3125	90
3135	99
3145	139
3155	134
3165	120
3175	124
3185	132
3195	138
3205	163
3215	160
3225	179
3235	162
3245	153
3255	165
3265	194
3275	176
3285	193
3295	210
3305	208
3315	206
3325	244
3335	260
3345	254
3355	263
3365	245
3375	284
3385	289
3395	280
3405	319
3415	336
3425	362
3435	375
3445	394
3455	385
3465	429
3475	478
3485	512
3495	558
3505	493
3515	591
3525	575
3535	623
3545	709
3555	702
3565	769
3575	728
3585	739
3595	830
3605	837
3615	898
3625	881
3635	946
3645	895
3655	899
3665	883
3675	977
3685	1005
3695	992
3705	1026
3715	938
3725	999
3735	1006
3745	975
3755	1005
3765	981
3775	1011
3785	910
3795	914
3805	925
3815	818
3825	851
3835	801
3845	805
3855	749
3865	715
3875	661
3885	636
3895	609
3905	601
3915	515
3925	516
3935	515
3945	457
3955	428
3965	374
3975	369
3985	370
3995	292
4005	288
4015	283
4025	234
4035	236
4045	191
4055	212
4065	156
4075	134
4085	117
4095	113
4105	101
4115	84
4125	75
4135	69
4145	64
4155	61
4165	56
4175	43
4185	29
4195	38
4205	31
4215	20
4225	27
4235	21
4245	21
4255	17
4265	20
4275	16
4285	7
4295	12
4305	7
4315	12
4325	11
4335	9
4345	5
4355	4
4365	2
4375	3
4385	5
4395	6
4405	4
4415	8
4425	6
4435	3
4445	2
4455	4
4465	4
4475	3
4485	3
4495	7
4505	1
4515	4
4525	2
4535	4
4545	5
4555	3
4565	1
4575	1
4585	4
4595	2
4605	4
4615	2
4625	2
4635	4
4645	2
4655	2
4665	2
4675	2
4685	2
4695	2
4705	2
4715	4
4725	1
4735	5
4745	1
4755	2
4765	1
4775	0
4785	2
4795	1
4805	1
4815	2
4825	5
4835	3
4845	2
4855	1
4865	2
4875	2
4885	2
4895	3
4905	5
4915	1
4925	1
4935	4
4945	2
4955	1
4965	1
4975	4
4985	1
4995	0
5005	0
5015	2
5025	4
5035	2
5045	1
5055	3
5065	1
5075	5
5085	3
5095	1
5105	1
5115	1
5125	1
5135	4
5145	3
5155	4
5165	3
5175	2
5185	1
5195	4
5205	0
5215	1
5225	0
5235	0
5245	1
5255	4
5265	3
5275	0
5285	1
5295	0
5305	1
5315	3
5325	1
5335	1
5345	6
5355	1
5365	4
5375	3
5385	1
5395	1
5405	0
5415	1
5425	1
5435	3
5445	3
5455	6
5465	0
5475	2
5485	1
5495	1
5505	1
5515	1
5525	2
5535	3
5545	1
5555	3
5565	1
5575	1
5585	1
5595	0
5605	2
5615	3
5625	2
5635	1
5645	1
5655	2
5665	2
