ADC Channels - Charge distribution	Counts - Charge distribution
-495	0
-485	0
-475	0
-465	0
-455	0
-445	2
-435	0
-425	0
-415	1
-405	0
-395	0
-385	0
-375	0
-365	0
-355	0
-345	2
-335	0
-325	0
-315	1
-305	0
-295	1
-285	0
-275	0
-265	0
-255	0
-245	4
-235	2
-225	7
-215	4
-205	8
-195	28
-185	38
-175	73
-165	115
-155	212
-145	332
-135	488
-125	719
-115	1039
-105	1547
-95	2208
-85	2831
-75	3493
-65	4146
-55	4955
-45	5525
-35	5953
-25	6224
-15	6504
-5	6395
5	6329
15	6067
25	5623
35	5083
45	4303
55	3800
65	3031
75	2357
85	1873
95	1450
105	1090
115	804
125	590
135	527
145	384
155	297
165	281
175	242
185	179
195	167
205	157
215	139
225	114
235	98
245	96
255	84
265	67
275	69
285	67
295	76
305	34
315	44
325	47
335	48
345	36
355	45
365	36
375	32
385	39
395	41
405	45
415	41
425	32
435	43
445	37
455	38
465	38
475	37
485	29
495	37
505	35
515	32
525	33
535	41
545	30
555	33
565	33
575	27
585	42
595	32
605	46
615	31
625	38
635	38
645	33
655	38
665	31
675	41
685	33
695	31
705	27
715	39
725	27
735	36
745	36
755	31
765	33
775	33
785	31
795	29
805	28
815	34
825	39
835	34
845	35
855	28
865	40
875	35
885	42
895	37
905	46
915	40
925	41
935	36
945	35
955	35
965	43
975	45
985	33
995	41
1005	31
1015	44
1025	46
1035	43
1045	44
1055	43
1065	27
1075	45
1085	33
1095	38
1105	24
1115	29
1125	40
1135	37
1145	39
1155	45
1165	24
1175	28
1185	39
1195	29
1205	29
1215	35
1225	25
1235	37
1245	27
1255	45
1265	23
1275	28
1285	31
1295	38
1305	33
1315	32
1325	33
1335	32
1345	29
1355	43
1365	43
1375	25
1385	42
1395	21
1405	29
1415	20
1425	21
1435	23
1445	30
1455	31
1465	28
1475	31
1485	18
1495	18
1505	22
1515	21
1525	33
1535	21
1545	26
1555	22
1565	26
1575	28
1585	20
1595	25
1605	21
1615	22
1625	18
1635	19
1645	23
1655	31
1665	36
1675	23
1685	24
1695	22
1705	20
1715	27
1725	25
1735	21
1745	17
1755	20
1765	19
1775	24
1785	22
1795	32
1805	27
1815	26
1825	22
1835	19
1845	18
1855	31
1865	21
1875	27
1885	21
1895	30
1905	20
1915	29
1925	22
1935	23
1945	25
1955	24
1965	20
1975	16
1985	19
1995	15
2005	38
2015	22
2025	23
2035	25
2045	28
2055	30
2065	21
2075	22
2085	20
2095	20
2105	16
2115	22
2125	15
2135	26
2145	24
2155	34
2165	34
2175	24
2185	20
2195	29
2205	23
2215	27
2225	26
2235	23
2245	20
2255	18
2265	22
2275	17
2285	18
2295	21
2305	18
2315	18
2325	14
2335	13
2345	11
2355	22
2365	20
2375	17
2385	22
2395	20
2405	20
2415	20
2425	23
2435	13
2445	16
2455	18
2465	19
2475	22
2485	12
2495	24
2505	12
2515	28
2525	24
2535	23
2545	17
2555	17
2565	17
2575	16
2585	16
2595	22
2605	16
2615	25
2625	16
2635	19
2645	18
2655	21
2665	18
2675	15
2685	12
2695	12
2705	10
2715	10
2725	14
2735	15
2745	11
2755	19
2765	5
2775	9
2785	12
2795	8
2805	13
2815	6
2825	14
2835	12
2845	8
2855	3
2865	4
2875	5
2885	6
2895	8
2905	7
2915	5
2925	6
2935	4
2945	9
2955	3
2965	8
2975	6
2985	5
2995	10
3005	7
3015	7
3025	9
3035	7
3045	9
3055	6
3065	12
3075	12
3085	10
3095	4
3105	12
3115	12
3125	7
3135	13
3145	16
3155	15
3165	15
3175	15
3185	12
3195	8
3205	14
3215	17
3225	20
3235	21
3245	20
3255	15
3265	13
3275	15
3285	20
3295	22
3305	17
3315	13
3325	26
3335	25
3345	29
3355	24
3365	22
3375	20
3385	16
3395	21
3405	22
3415	30
3425	33
3435	26
3445	35
3455	33
3465	41
3475	47
3485	41
3495	40
3505	35
3515	53
3525	46
3535	48
3545	65
3555	52
3565	62
3575	55
3585	68
3595	76
3605	87
3615	59
3625	74
3635	72
3645	65
3655	78
3665	99
3675	87
3685	90
3695	95
3705	90
3715	101
3725	86
3735	85
3745	87
3755	98
3765	88
3775	87
3785	94
3795	84
3805	97
3815	70
3825	76
3835	70
3845	74
3855	74
3865	73
3875	63
3885	59
3895	53
3905	42
3915	57
3925	53
3935	57
3945	41
3955	33
3965	38
3975	24
3985	34
3995	28
4005	34
4015	24
4025	22
4035	21
4045	25
4055	19
4065	25
4075	12
4085	14
4095	12
4105	11
4115	11
4125	5
4135	6
4145	7
4155	7
4165	2
4175	7
4185	1
4195	2
4205	2
4215	3
4225	1
4235	2
4245	2
4255	0
4265	2
4275	2
4285	1
4295	0
4305	0
4315	0
4325	0
4335	1
4345	1
4355	1
4365	0
4375	2
4385	0
4395	0
4405	1
4415	1
4425	0
4435	0
4445	0
4455	0
4465	0
4475	0
4485	0
4495	0
4505	0
4515	0
4525	1
4535	1
4545	0
4555	0
4565	0
4575	0
4585	0
4595	0
4605	1
4615	0
4625	0
4635	0
4645	0
4655	0
4665	2
4675	0
4685	0
4695	0
4705	0
4715	4
4725	0
4735	0
4745	0
4755	0
4765	0
4775	0
4785	0
4795	0
4805	0
4815	0
4825	0
4835	0
4845	0
4855	0
4865	0
4875	0
4885	0
4895	1
4905	0
4915	1
4925	0
4935	0
4945	0
4955	1
4965	0
4975	1
4985	0
4995	0
5005	0
5015	0
5025	0
5035	0
5045	0
5055	0
5065	0
5075	0
5085	0
5095	0
5105	0
5115	0
5125	0
5135	0
5145	0
5155	0
5165	1
5175	0
5185	0
5195	0
5205	0
5215	0
5225	0
5235	0
5245	0
5255	0
5265	0
5275	0
5285	1
5295	0
5305	0
5315	0
5325	0
5335	0
5345	0
5355	1
5365	0
5375	0
5385	0
5395	0
5405	0
5415	1
5425	0
5435	0
5445	0
5455	0
5465	0
5475	0
5485	1
5495	0
5505	0
5515	0
5525	0
5535	1
5545	0
5555	0
5565	0
5575	0
5585	2
5595	0
5605	0
5615	0
5625	0
